id	en	en_US	ja	es	fr	it	pt_BR	es_US	de	pl	zh	tr	se	ru
event16_5	Does that mean these rings aren't\nfrom this world, either?	Are they not from this world, either?	この世界のモノじゃないのか？			Non vengono forse anche loro da questo mondo?	Isso significa que esses anéis também\nnão são desse mundo?	...que estos no pertenecen a este mundo?	Heißt das, dasselbe gilt auch für diese Ringe?	Więc czy to znaczy, że te\nPierścienie też nie są z tego świata?		Bu, bu yüzüklerin de bu dünyadan\nolmadığı anlamına mı geliyor?		
event16_6	Sonic...		…ソニック			Sonic...	Sonic...	Sonic...	Sonic...	Sonic...		Sonic...		
event16_7	This has to be the ring that Sinbad\nwas telling us about before.	...So this is what that Sinbad guy was talking about.	…で　あのシンドバットとか\nいうヤツが言ってたのは　コレだな			...Quindi è questo quello di cui parlava Sinbad.	Esse tem que ser o anel que o Simbad tava falando antes.	Entonces, ¿de esto es lo que hablaba Simbad?	Das muss der Ring sein, von dem\nSindbad vorhin erzählt hat.	To musi być ten Pierścień\no którym mówił Sinbad.		Bu, Sinbad'ın bize daha önce\nbahsettiği yüzük olmalı.		
event16_8	Now, let's go back and defeat that,\num...whatchamacallit.	Finally, I can give that big whatchamacallit\na good beating!	ようやく　あのでかいナントカに\n一発くれてやれるってワケだ！			Finalmente, posso dare a quel come si chiama\ndelle belle bastonate!	Agora, vamos voltar e acabar com aquele... fulano.	Por fin podemos luchar contra\nese maldito como-se-llame.	Na dann, gehen wir zurück und erledigen dieses...\nFeuerflammen... dingelchen.	Teraz idżmy złomować tego em...\njak on tam miał-		Şimdi, şu şeyi yenelim,\num...whatchamacallit.(what dedin gülüm?)		
event16_9	The Ifrit, the great spirit of fire.	That's Ifrit, the great fire genie.	炎の大マジン\nイフリートよ			Quello è Ifrit, il grande genio del fuoco.	O Ifrit, o grande espirito de fogo.	¿El ifrit, el majin de fuego?	Den Ifrit, den großen Dschinn des Feuers.	Ifrita, wielkiego ducha ognia.		Ifrit, ateşin yüce ruhu.		
event16_10	There's smoke coming from the castle!	Smoke is starting to rise from the castle!	城から煙が上がり始めてるよー！			Del fumo si sta inalzando dal castello!	Está saindo fumaça do castelo!	El humo comienza a elevarse desde el castillo.	Vom Schloss her steigt Rauch auf!	Dym wylatuje z zamku!		Kaleden duman çıkıyor!		
event16_11	It looks like the Ifrit's power	It's almost like Ifrit's power	どうやら　イフリートの力が			Sembra quasi il potere di Ifrit	Parece que o poder do Ifrit	Parece que el poder del ifrit	Es sieht ganz so aus, als ob	Wygląda na to, że moc Ifrita		İfrit'in dünyayı yakıp yıkma gücü		
event16_12	To burn the world away is\ngetting stronger!	Is growing to the point\nwhere it could set the world ablaze.	世界を燃やすほど\n高まってきてるみたい			Sta crescendo al punto\nche potrebbe incendiare il mondo.	de queimar o mundo\nestá ficando mais forte!	se hizo tan fuerte\nque podría incendiar el mundo.	die weltvernichtenen Flammen des Ifrits\nimmer mächtiger werden!	Do spalenia reszty świata się zwiększa!		giderek daha da güçleniyor\ngibi görünüyor!		
event16_13	Okay, I'm ready!\nI hope you're ready for this, genie!	We're all ready too.\nJust you wait, great genie!	こっちも準備ＯＫだ\n待ってろよ　大マジン！！			Anche noi siamo pronti.\nVedrai grande genio!	Beleza, tô pronto!\nEspero que você esteja pronto pra isso, espirito!	¡También estamos listos! ¡Sólo espera, gran majin!	OK, ich bin startklar!\nHoffe, du bist auch bereit, Dschinni!	Dobra, jestem gotów! Mam nadzieję,\nże przyszykowałeś już poślady, dżinie!		Tamam, ben hazırım!\nUmarım sen de buna hazırsındır, cin!		
														
event17_name	Rematch with the Ifrit		イフリートとの再戦！			Rivincita con l'Ifrit	Revanche com o Ifrit	¡La revancha contra el ifrit!	Wiedersehen mit dem Ifrit	Rewanż z Ifritem	再戰伊弗利特	Ifrit ile Rövanş		
event17_1	Sorry to keep you waiting!	Sorry! Made you wait!	Ｓｏｒｒｙ\nまたせたな！			Scusa! Ti ho fatto aspettare!	Desculpa pelo atraso!	Disculpa, te hicimos esperar.	Tschuldige die Verspätung!	Sory, że musiałeś czekać!	抱歉讓你久等啦！	Beklettiğim için üzgünüm!		
event17_2	Roooaarr!		ゴッフォー			Roooaarr!	Roooaarr!	*rugido*	Roooaarr!	Raaargh!	吼！！	Roooaarr!		
event17_3	I didn't mean to leave you hanging, earlier.	Just because I stood you up in the\nmiddle of our date the other day,	この間　デートを途中で\nすっぽかしたからって			Solo perchè ti ho dati buca nel\nmezzo del nostro appuntamento l'altro giorno,	Eu não queria ter te deixado no vácuo antes.	Ya sé que te dejé plantado el otro día.	Hey, ich wollte dich gar nicht so lange schmoren lassen.	Nie chciałem Cię wcześniej tutaj zostawić samego.	我之前不是故意要讓你乾等的。	Seni daha önce böyle yarı yolda bırakmak istememiştim.		
event17_4	You're not still mad at me, are you?	Are you still mad about that?	まだ怒ってるのか？			Sei ancora arrabiato al riguardo?	Você não tá irritado comigo ainda, né?	¿Sigues enojado?	Nimmst du mir das echt noch krumm?	Nie jesteś chyba na mnie zły, prawda?	你沒有對人家發脾氣吧？	Bana hala kızgın değilsin, değil mi?		
event17_5	You really need to learn to be more\npatient, you know.	Everyone will hate you if your heart's that narrow.	そんな小さいハートじゃ\nみんなに嫌われるぜ			Tutti ti odieranno se il tuo cuore è così stretto.	Você devia aprender a ser mais paciente, sabia?	Con tan poco corazón,\nacabarás cayéndole mal a todos.	Du solltest dich echt mal mehr\nin Geduld üben, weißt du das?	Powinieneś nauczyć się być trochę\nbardziej cierpliwym, wiesz?	你真的得學會要更有耐心耶。	Gerçekten daha sabırlı olmayı\nöğrenmelisin, biliyorsun.		
event17_6	Now, Ring of Water!\nBring forth a mighty storm!	Now, light blue ring, give me a storm.	さぁ　水色のリングよ\n嵐を　よびおこしてくれ			Adesso, anello azzurro, dammi una tempesta.	Agora, Anel de Água!\nTraga uma tempestade poderosa!	Vamos, Anillo celeste, provoca una tormenta.	Nun, Ring des Wassers!\nBring einen tobenden Sturm hervor!	Teraz, Pierścieniu Wody!\nZeślij nam potężną burzę!	現在，水之戒指！讓這裡下起傾盆大雨！	Şimdi, Su Yüzüğü!\nBüyük bir fırtına getir!		
event17_7	Rrrrgh!		グッフォー			Rrrrgh!	Rrrrgh!	*rugido*	Rrrrgh!	Rrrrgh!	嘎嘎！！	Rrrrgh!		
event17_8	Sonic! Look!\nThe Ifrit is getting weaker!	Sonic! Ifrit's power has weakened considerably!	ソニック！　ずいぶんイフリートの\n力が弱まってきたわ！			Sonic! Il potere dell'Ifrit si è indebolito considerevolmente!	Sonic! Olha!\nO Ifrit está ficando fraco!	¡Sonic, el poder del ifrit se redujo considerablemente!	Sonic! Schau mal!\nDer Ifrit wird schwächer!	Sonic! Patrz!\nIfrit staje się słabszy!	索尼克！看啊！伊弗利特變弱了！	Sonic! Bak!\nIfrit giderek zayıf düşüyor!		
event17_9	Okay, now let's finish him off!	All right. Time to get going!	よーし　そろそろいくぜ！			Bene. è il momento di andare!	Beleza, vamos acabar com ele!	¡Bien, hay que hacerlo!	OK, pusten wir ihm die Kerzen aus!	Dobra, teraz go wykończmy!	好，我們來把他解決掉吧！	Tamam, şimdi işini bitirelim!		
														
event18_name	Escaping the Factory	Escape from the Genie Factory	マジン工場から脱出			Scappa dalla Fabbrica dei Geni	Fugindo da Fabrica	Escape de la fábrica majin	Flucht aus der Fabrik	Ucieczka z Fabryki	逃離工廠	Fabrikadan Kaçış		
event18_1	Thump...thump...thump...		ドックン…　ドックン…　ドックン…			Tum...tum...tum...	Tum...tum...tum...	*latidos*	Klopf... Klopf... Klopf...	*Drżenie*		Tak... tak... tak...		
event18_2	What the...?	Is this...	これは…			È questo...	Mas o quê...?	¿Esto...?	Was zum...?	Co do...?		Bu da ne...?		
event18_3	What is this thing?\nIs something...about to hatch?	What's this? Is something...about to hatch?	なんだ　これは?\nなにか…生まれるのか？			Cos'è questo?Qualcosa...sta per schiudersi?	O que é essa coisa?\nAlgo vai... chocar?	¿Qué es... esto? ¿Algo saldrá de ahí?	Was ist das für ein Teil?\nWill da etwa jemand schlüpfen?	Co to jest? Czy coś...\nsię wykluwa?		Bu şey de ne?\nBir şey...yumurtadan mı çıkmak üzere?		
event18_4	I can hear...I can hear\nsomething like a heartbeat.	There's sound...I can hear something...\nIt sounds like a heartbeat...	音…　音が聞こえます…\n心臓のような音が…			C'è un suono...posso sentire qualcosa...\nsomiglia a un battito...	Estou ouvindo... estou ouvindo algo como\num batimento cardíaco.	Algo... Escuchó algo. Es como un latido.	Ich höre... Ich höre so etwas wie ein Herzschlag.	Słyszę coś...\nCoś w stylu bicia serca.		Duyabiliyorum... Kalp atışına\nbenzer bir şey duyabiliyorum.		
event18_5	Uh, Shahra...I think that might be\nsome sort of time bomb!	Don't tell me it's a time bomb\nthat will explode soon...	まさか　時限爆弾で\nあとで爆発するなんて…			Non dirmi che è una bomba a orologeria\nche esploderà presto...	Ah, Sharah... Eu acho que isso pode ser\num tipo de bomba relógio!	¡No puede ser, creo que es\nuna especie de bomba de tiempo!	Öhm, Shahra...\nIch glaube, das ist sowas wie 'ne Zeitbombe!	Em, Shahra...\nTo chyba jest jakaś tykająca bomba!		Şey, Shahra... Sanırım bu bir\ntür zamanlı bomba olabilir!		
event18_6	It's beating faster!		どんどん早くなってる！			Il battito sta accelerando!	Está batendo mais rapido!	¡Su ritmo se acelera!	Es schlägt schneller!	Bije szybciej!		Daha hızlı ötüyor!		
event18_7	Oh, No!\nThis can't be good!	No! That's bad news!	ＮＯ！！\nそりゃ　まずいぜ			No! Sono pessime notizie!	Ah, não!\nIsso não pode ser coisa boa!	¡No! Eso no es bueno.	Teufel noch eins,\ndas ist gar nicht gut!	Oh. Nie!\nTo nie wygląda najlepiej!		Oh, hayır!\nBu iyi olamaz!		
event18_8	We've got to get out of here!	We have to get out of here, quick!	急いで脱出だ！			Dobbiamo scappare di qui, svelto!	Temos que sair daqui!	¡Salgamos rápido!	Nichts wie raus hier!	Musimy stąd spadać!		Buradan çıkmalıyız!		
event18_9	This thing has to explode out\nin the open!	We need to detonate it\nsomewhere wide open!	どこか広い場所で爆発させないと！			Dobbiamo detonarlo\ndove c'è tanto spazio!	Essa coisa tem que\nexplodir lá fora!	¡Hay que hacerla explotar en algún lugar abierto!	Dieses Ding muss unbedingt im Freien explodieren!	To coś musi wybuchnąć\ngdzieś na otwartym polu!		Bu şey mutlaka açık\nalanda patlamalı!		
event18_10	You're right!	Right!	はい！			Giusto!	Você tem razão!	¡Sí!	Absolut!	Masz rację!		Haklısın!		
														
event19_name	The Ring of Rage	Got the Red World Ring!	赤色の世界リング　ゲット！			Preso l'Anello Mondiale rosso!	Anel da Raiva	¡Obteniendo el Anillo rojo de la Furia!	Der rote Weltenring	Pierścień Wściekłości		Öfke Yüzüğü		
event19_1	Come on! We're almost there!	Darn! Almost there!!	クソ！　間に合え！！			Accidenti! Ero quasi arrivati!!	Anda! Estamos quase lá!	¡Mierda, debo hacerlo!	Los jetzt! Wir haben's fast!	Dawaj! Prawie jesteśmy!		Hadi! Neredeyse vardık!		
event19_2	Huh?\nHey, look at this.	Hm!? This is...	ん！？\nこれは…			Mh!? Questo è...	Hã?\nEi, olha isso.	Ese es...	Huh?\nNa, schau mal an.	Hę?\nHej, spójrz na to...		Huh?\nHey, şuna bak.		
event19_3	Is that what I think it is?	In a place like this...	こんなところにも…			In un posto come questo...	Isso é o que eu estou pensando?	¿En este lugar?	Ist es das, was ich vermute?	Czy to jest to, co myślę?		Bu düşündüğüm şey mi?		
event19_4	Yep. Another one of\nthe seven World Rings.	That's one of the seven World Rings.	７つの世界リングののひとつだな			Quello è uno dei sette Anelli Mondiali.	Pode crer. Outro dos sete Anéis do Mundo.	Uno de los siete Anillos mundiales.	Jup, noch einer der sieben Weltenringe!	Tia. Kolejny z\nsiedmiu Pierścieni Świata.		Evet. Yedi Dünya Yüzüğünden\nbir diğeri.		
event19_5	I wonder if it was inside\nthe Ifrit this whole time.	I wonder if it was inside Ifrit.	イフリートの中にあったのかしら…			Mi domando se fosse dentro Ifrit.	Será que estava dentro do Ifrit esse tempo todo?	Me pregunto si estaba dentro del ifrit.	War er etwa die ganze Zeit über im Ifrit verborgen?	Ciekawe czy cały ten czas\nbył w środku Ifrita.		Acaba bunca zamandır\nİfrit'in içinde miydi?		
event19_6	I feel... rage.	I feel rage in this one.	これは　怒りを感じる			Riesco a sentire la rabbia di questo qui.	Eu sinto... raiva.	Esto... me hace sentir furia.	Ich fühle... WUT!!	Czuję... złość.		Öfke... hissetmiyorum		
event19_7	All that rage must have been\nsealed up inside of him.	Seems like all rage is sealed in here...	すべての怒りが封印してあるようだ…			Sembra che tutta la rabbia sia sigillata qui...	Toda essa raiva devia estar\nselada dentro dele.	Como si toda esa furia estuviera contenida.	All diese Wut muss in ihm versiegelt gewesen sein.	Cała ta złość musiała być\nw nim zachowana.		Bütün o öfke onun içinde\nbirikmiş olmalıydı.		
event19_8	Rage?		怒り？			Rabbia?	Raiva?	¿Furia?	Wut?	Złość?		Öfke mi?		
event19_9	These rings must somehow seal in\nvarious emotions, too.	Looks like the rings contain\nthe power of various emotions...	どうやらリングには\n色々な感情の力が封印されている…			Sembra che gli anelli contengano\nil potere di varie emozioni...	Esses anéis também devem selar várias emoções\nde alguma forma.	Parece que los Anillos contienen varias\nemociones selladas en su interior.	Diese Ringe scheinen auch irgendwie\nbestimmte Emotionen in sich zu bergen.	Te Pierścienie muszą też w jakiś sposób\ntrzymać w sobie różne emocje.		Bu yüzükler bir şekilde çeşitli\nduyguları da içine hapsetmeli.		
event19_10	The power of rage...	This one has the force of rage...	これは怒りの力が…			Questo ha la forza della rabbia...	O poder da raiva...	Este contiene el poder de la furia...	Die Macht der Wut...	Potęga złości...		Öfkenin gücü...		
event19_11	...		…				...	...	...	...		...		
event19_12	So then, what's next?		さあて　次はどうする？			Quindi, cosa c'è dopo?	Então, qual é a próxima parada?	Bien, ¿y ahora qué?	Was steht als Nächstes an?	Więc, co teraz?		Peki, sırada ne var?		
event19_13	Let's go meet with King Solomon!	Let's meet with King Solomon!	ソロモン王に会いましょう！			Dobbiamo incontrare il Re Salomone!	Vamos encontrar com o Rei Salomão.	Vayamos a ver al rey Salomón.	Treffen wir uns doch mit König Solomon!	Spotkajmy się z Królem Solomonem!		Haydi Kral Solomon'la görüşmeye gidelim!		
event19_14	King Solomon is the one who\nsealed away the evil spirits long ago.	The genies were originally sealed away by him.	マジンたちは　もともとソロモン王に\nよって　封印されていたんです			I geni erano originariamente sigillati da lui.	O Rei Salomão foi quem selou os espiritos malignos\nhá muito tempo atrás.	Los majin fueron sellados originalmente\npor el rey Salomón.	Er ist derjenige, der die bösen Geister\nvor langer Zeit verbannte.	Król Solomon jest tym,\nktóry odizolował złe duchy dawno temu.		Kral Solomon, çok uzun zaman önce kötü\nruhları mühürleyerek ortadan kaldıran kişidir.		
event19_15	These strange occurrences must\nconnect back to him somehow.		この異変は　きっとソロモン王にも\n関係があるはずです			Questi strani eventi devono\nconnetersi a lui in qualche modo.	Esses acontecimentos estranhos devem estar\nconectados a ele de alguma forma.	Estas perturbaciones seguramente\nestán relacionadas con él.	Diese seltsamen Vorfälle stehen vielleicht\nauch mit ihm in Verbindung.	Te dziwne zdarzenia muszą\nsię z nim jakoś łączyć.		Bu garip olayların bir şekilde\nonunla bağlantılı olması gerekiyor.		
event19_16	OK, then!\nOff to our next adventure!	OK! Now that it's decided, let's get going!	ＯＫ！\nそうと決まれば早速出発だぜ！			Bene! Ora che è deciso, muoviamoci!	Beleza então!\nVamos para nossa próxima aventura!	¡Bien, está decidido! ¡En marcha!	Alles klar!\nAuf zu unserem nächsten Abenteuer!	No dobra! Ruszajmy na kolejną przygodę!		Tamam o zaman!\nYeni maceramıza doğru yola çıkıyoruz!		
														
event20_name	King Solomon	The Shadowy Skull on the Decayed Throne	朽ちた王座のシャレコウべ			Lo Scheletro Ombroso nel Trono Decaduto	Rei Salomão	La calavera sombría del trono decadente	König Solomon	Król Solomon		Kral Solomon		
event20_1	It looks like we might be a little late.	I guess we came a little late...	ちょっと　くるのが遅かったか…			Sembra che siamo arrivati un po tardi...	Parece que chegamos um pouco tarde.	Llegamos un poquito tarde.	Da sind wir wohl etwas spät dran.	Chyba się trochę spóżniliśmy.		Görünüşe göre biraz geç kalmış olabiliriz.		
event20_2	I should say so!	Exactly!!	まったくじゃ！！			Esattamente!!!	Eu que o diga!	¡Exacto!	Das kann man wohl sagen!	Też tak sądze!		Öyle demeliyim!		
event20_3	Whoa!	Whoa!?	ウァオ！？			Whoa!?	Eita!	¡Guau...!	Whoa!	Łoł!		Whoa!		
event20_4	King... King Solomon?	K-King Solomon...?	ソ　ソロモン王…？			R-Re Salomone...?	Rei... Rei Salomão?	¡¿R-Rey Salomón?!	König... König Solomon?	Król... Król Solomon?		Kral... Kral Solomon?		
event20_5	Indeed! I am the great\nand powerful King Solomon!	Indeed! I am none other\nthan the renowned King Solomon.	いかにも！　ワシが天下に\n名高いキング・ソロモンじゃ			Infatti! Sono nessun altro\nche il celebre Re Salomone.	Exatamente! Eu sou o grande e poderoso Rei Salomão!	¡Así es! ¡El mundialmente famoso rey Salomón!	In der Tat! Ich bin der große\nund mächtige König Solomon!	Zgadza się! Jestem\npotężnym Królem Solomonem!		Evet! Ben büyük ve\ngüçlü Kral Solomon'um!		
event20_6	If you say so...	But you're just a head!	首だけのくせに！			Ma sei solo una testa!	Se você diz...	Pero del cuello para arriba...	Naja, wie man's nimmt...	Skoro tak mówisz...		Öyle diyorsan...		
event20_7	Don't think I'm happy looking\nthis way either!	I didn't choose\nto end up like this, you know!	ワシとて好き好んで\nこうなったウケでは　ないわ！			Non ho scelto\ndi finire così!	Não pense que estou feliz de estar assim!	¡Yo no me busqué esto!	Glaube ja nicht, ich bin glücklich darüber,\nso jämmerlich auszuschauen!	Nie myśl, że tylko ty jesteś\nniezadowolony z mojego wyglądu!		Ben de böyle görünmekten mutlu\nolduğumu sanmıyorum!		
event20_8	The Erazor Djinn did this to me!	The one called Erazor Djinn	イレイザー・ジンとかいうヤツが			Colui che si chiama Erazor Djinn	O Erazor Djinn fez isso comigo!	¡Un tal Erazor, el Genio	Der Erazor Djinn hat mir das angetan!	Erazor Dżin mi to zrobił!		Bunu bana Erazor Cin yaptı!		
event20_9	He resurrected the 40 Thieves\nas evil spirits,	Resurrected the 40 Thieves as genies,	４０人の盗賊をマジンとして復活させ			Ha resuscitato i 40 Ladroni come geni,	Ele reviveu os 40 Ladrões como espiritos malignos	revivió a los 40 ladrones como majin	Er ließ die 40 Räuber als böse Geister wieder auferstehen	Odrodził 40-tu Złodziei\njako złe duchy,		40 Hırsızı kötü ruhlar\nolarak diriltti.		
event20_10	And sent them to attack me here.	And attacked me here.	ここに攻めて　きおったのよ			E mi hanno attaccato qui.	e mandou eles me atacarem.	y los envió a atacarme!	und jagte sie mir sogleich auf den Hals.	I wysłał je by mnie tu zaatakować.		Ve onları buraya bana saldırmaları için gönderdi.		
event20_11	And that's how you ended up... like that?	So, you turned into that?	で　そんなお姿に？			Quindi, ti sei trasformato in quello?	E foi assim que você ficou... desse jeito?	¿Y... lo dejaron así?	Und deshalb seid ihr so beendet...?	I w taki sposób skończyłeś... tak?		Ve böylece mi bu hale geldin?		
event20_12	Precisely, my dear.	Exactly.	そういうことじゃ			Esattamente	Precisamente, minha querida.	Exactamente.	Wie wahr, meine Liebe.	Dokładnie tak, moja droga.		Aynen öyle, canım.		
event20_13	And that being the case,\ncould I ask you a favor?	I hate to ask,	すまんが			Odio chiederlo,	Portanto,\npoderia lhe pedir um favor?	Disculpen,	Dürfte ich daher demütig um eure Hilfe ersuchen?	I w związku z tym,\nmógłbym spytać was o prośbę?		Durum böyleyken, sizden\nbir ricam olabilir mi?		
event20_14	Might I beseech you to track down\nthe rest of my body?	But could you gather up my body?	ワシの体を集めてきては　くれんか？			Ma potresti raccogliere il mio corpo?	Por obséquio, encontre o resto do meu corpo.	¿pero podrían reunir mis restos?	Wärt ihr so gütig, den Rest meines Körpers\nausfindig zu machen?	Czy pozwolicie mi poprosić o\nznalezienie reszty mojego ciała?		Lütfen bedenimin geri kalanını da\nbulmanızı rica edebilir miyim?		
event20_15	I'd also be grateful	And while you're at it, if you could\ntake care of those 40 bone thieves,	ついでに４０人の骨の盗賊どもも			E mentre ci sei, potresti\nprovvedere a quei 40 ladri di ossa,	Eu também ficarei grato	Y, de paso, si pudieran ocuparse de\nesos 40 ladrones de huesos,	Natürlich wüsste ich es auch zu schätzen,	Też bym był wdzięczny		Ben de minnettar olurdum.		
event20_16	If you could do something\nabout the 40 Thieves, as well.	I would greatly appreciate it.	なんとかしてくれると　ありがたい			Lo apprezzerei molto.	se puderem fazer algo sobre os 40 Ladrões.	se los agradecería mucho.	wenn ihr euch zudem der 40 Räuber annehmen könntet.	Jakbyście byli w stanie coś zrobić\nz tymi 40-toma Złodziejami.		Eğer 40 Hırsız hakkında da bir\nşeyler yapabilirseniz çok iyi olur.		
event20_17	Hah! No problem!		ハン！　お安いごようだぜ！			Hah! Nessun problema!	Hah! Sem problema!	¡Ja, es lo menos que puedo hacer!	Hah! Kein Problem!	Hah! Żaden problem!		Hah! Problem değil!		
														
event21_name	The Ring of Wishes	Got the White World Ring!	白い世界リングゲット！			Preso l'Anello Mondiale Bianco!	Anel dos Desejos	¡Obteniendo el Anillo blanco de los Deseos!	Der weiße Weltenring	Pierścień Życzeń		Dilek Yüzüğü		
event21_1	Hey, look at this.	This is...	これは…			Questo è...	Ei, olha só.	Es...	Hey, schau mal!	Hej, spójrz na to.		Hey, şuna bak.		
event21_2	It's a white ring.\nOne of the seven, I'm sure.	One of the seven rings, the white ring.	７つのリングのひとつ白のリング			Uno dei sette anelli mondiali, l'anello bianco.	É um anel branco.\nUm dos sete, com certeza.	Uno de los siete Anillos mundiales, el Anillo blanco.	Ein weißer Ring! Ganz sicher einer der Sieben!	To Biały Pierścień.\nNa pewno jeden z siedmiu.		Bu beyaz bir yüzük.\nYedisinden biri, eminim.		
event21_3	Uh! Definitely one of the World Rings!\nIt feels... it feels like light.	Ugh! It really is one of the seven World Rings...\nThis force feels like light...	う！　たしたに７つの世界リング…\nこれは光のような力か…			Uff! sembra proprio une dei sette anelli Mondiali...\nQuesta forza sembra luce...	Ah! Definitivamente um dos Anéis Mundiais!\nParece... parece uma luz.	Sí, es uno de los siete Anillos. ¿Es como si tuviera el poder de la luz?	Whoa! Definitiv ein Weltenring!\nDieser fühlt sich... wie Licht an!	Łoł! Rzeczywiście jeden z nich.\nTo uczucie jest jak... jak światło.		Uh! Kesinlikle Dünya Yüzüklerinden biri!\nHafif bir his veriyor... sanki ışık gibi.		
event21_4	To think this little thing...\ncould cause so much trouble.	...What a troublesome thing.	…全くやっかいなシロモンだぜ			...Che cosa problematica.	E pensar que essa coisinha...\npoderia causar tanto problema.	Esto sería problemático.	Dass dieses winzige Ding so einen\ngigantischen Schaden anrichten kann...	Ciężko pomyśleć, że taka mała rzecz...\njest powodem tylu problemów.		Bu küçücük şeyin... bu kadar\nçok soruna yol açabileceğini düşünmek.		
event21_5	You mean... the ring?	You mean... that ring?	その…リングが　ですか？			Intendi...questo anello?	Você quer dizer... o anel?	¿Hablas de ese anillo?	Du meinst... den Ring?	Masz na myśli... ten Pierścień?		Yani... yüzükten mi bahsediyorsun?		
event21_6	Such great power can bring people\neither happiness or misfortune.	Great power can make people happy,\nbut it can also bring them misfortune.	大きな力は　人を幸せにもするが\n不幸にもする			Grandi poteri può rendere le persone felici,\nma può anche portarli sventura.	Tanto poder pode trazer\nfelicidade ou desgraça para as pessoas.	Un gran poder puede traer felicidad a las personas,\npero también desgracias.	So eine Macht könnte jemanden das größte Glück\nbescheren, oder das schlimmste Verderben.	Ogromna moc takiego pokroju może\nprzynieść ludziom szczęście lub nieszczęście.		Böylesine büyük bir güç insanlara hem\nmutluluk hem de felaket getirebilir.		
event21_7	There are many such stories told of\nin the Arabian Nights.	...There are several such tales\nin the Arabian Nights.	…アラビアンナイトの中にも\nそういった物語がいくつかありもす			...Ci sono un sacco di racconti\nnelle Mille E Una Notte	Existem varias histórias assim nas Mil e Uma Noites.	Hay varios cuentos de ese tipo\ndentro de """Las mil y una noches""".	In Tausendundeine Nacht...\nfinden sich viele solcher Geschichten wieder.	Jest wiele takich opowieści\nw Arabskich Nocach.		Binbir Gece Masalları'nda bu\ntürden birçok hikaye anlatılır.		
event21_8	For instance, this ring seems\nto be filled with """desire."""	For instance, this ring seems\nto be filled with people's """desires."""	たとえば　このリングには人の「願望」が\nつまってるカンジだ			Per esempio, questo anello sembra\nriempito con i """desideri""" delle persone.	Por exemplo, esse anel parece estar cheio de """desejos."""	Por ejemplo, este Anillo parece estar\nlleno de los deseos de la gente.	Dieser Ring hier zum Beispiel scheint\nmit """Wünschen""" erfüllt zu sein.	Na przykład ten pierścień\nwydaje się być wypełniony """pragnieniem."""		Örneğin, bu yüzük "arzu"\nile dolu gibi görünüyor.		
event21_9	That could mean aspiration, or maybe\nit could be greed and ambition.	It could be called hope, but depending on the story,\nit can also be ambition or temptation.	それは希望ともいえるが　話に\nよっては野望や欲望にもなっちもう			Potrebbe essere chiamata speranza, ma a seconda della storia,\npuò anche essere ambizione o tentazione.	Isso pode significar aspiração, ou talvez\npossa ser ganância e ambição.	Podría ser esperanza, pero, depende de la\nhistoria, también ambición o lujuria.	Damit könnte Zielstrebigkeit gemeint sein,\naber vielleicht auch Gier und Verlangen.	To może znaczyć aspirację,\nalbo nawet chciwość lub ambicję.		Bu, özlem anlamına gelebilir ya da belki\nde açgözlülük ve hırs anlamına gelebilir.		
event21_10	...		…			...	...	...	...	...		...		
event21_11	Just what does Erazor want\nby collecting all of these rings?	Seriously...What's he trying to do\nby collecting these things?	まったく　こんなもの集めて\nヤツは　ナニをしようってんだ			Seriamente...Cosa sta cercando di fare\ncollezionando queste cose?	Mas o que o Erazor quer com esses anéis?	Carajo, ¿para qué quiere reunir estas cosas?	Was verspricht sich Erazor nur davon,\ndiese Dinger zu sammeln?	Serio, co Erazor chcę osiągnąć\nzbierając je wszystkie?		Erazor tüm bu yüzükleri toplayarak\ntam olarak neyi amaçlıyor?		
														
event22_name	Enemy Stronghold	Moonlit Sky Palace	月夜こうかぶ空中宮殿			Palazzo Celeste al Chiaro di Luna	Fortaleza Inimiga	El palacio en el cielo iluminado por la Luna	Feindliche Hochburg	Twierdza Przeciwnika		Düşman Kalesi		
event22_1	...And many such spirits\nwere driven to madness.	...Indeed, many genies were driven mad.	…いかにも多くのマジンが\n狂気に駆られ			...In realtà, molti geni furono impazziti.	...então vários espiritos\nforam levados a loucura.	En efecto... fue culpa mía que tantos majin	...Und zahllose dieser Geister\nsind dem Wahnsinn anheimgefallen.	... I wiele takich duchów zostało\ndoprowadzonych do szaleństwa.		...Ve bu ruhların birçoğu deliliğe sürüklendi.		
event22_2	It is my fault that they became\nthe minions of the Erazor Djinn.	It is my fault that they became\nservants of this Erazor Djinn.	あのイレイザー・ジンとやらの手下に\nなったのは　ワシの落ち度じゃ			È colpa mia se sono diventati\nservi di Erazor Djinn	É minha culpa eles terem se tornado\nlacaios do Erazor Djinn.	sucumbieran a la locura y se convirtieran\nen secuaces de Erazor, el Genio.	Es ist allein meine Schuld, dass sie sich\nErazor Djinn angeschlossen haben.	Zostały minionami\nErazora Dżina z mojej winy.		Onların Erazor Cin'inin\nhizmetkarları olmaları benim hatam.		
